No.,Sex,type,Dam,Sire,D.O.B,DW,LW,BirthType,Slaughter.Sale.Date,Sold.as.Store.or.Breeding,Day,Weight,AgeMonths,DurationBeforeSlaughter,LambID,Year
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,227,59,7.56666666666667,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,261,58,8.7,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,296,60,9.86666666666667,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,324,63,10.8,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,366,61,12.2,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,401,61,13.3666666666667,1665,Lamb111,2017
542,F,commercial,219/16,Dinas,2017-02-14,NA,NA,Single,2021-09-06,NA,436,63,14.5333333333333,1665,Lamb111,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,1,45,0.0333333333333333,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,135,45,4.5,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,161,47,5.36666666666667,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,196,56,6.53333333333333,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,226,59,7.53333333333333,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,260,57,8.66666666666667,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,295,57,9.83333333333333,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,323,61,10.7666666666667,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,365,61,12.1666666666667,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,400,59,13.3333333333333,1909,Lamb112,2017
543,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,2022-05-09,NA,435,63,14.5,1909,Lamb112,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,1,43,0.0333333333333333,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,135,43,4.5,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,161,48,5.36666666666667,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,196,55,6.53333333333333,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,226,54,7.53333333333333,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,260,56,8.66666666666667,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,295,54,9.83333333333333,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,323,58,10.7666666666667,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,365,59,12.1666666666667,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,400,57,13.3333333333333,NA,Lamb113,2017
544,F,commercial,230/14,Dinas,2017-02-15,NA,NA,Triplet,NA,NA,435,59,14.5,NA,Lamb113,2017
545,M,commercial,230/14,Dinas,2017-02-15,26.2,60,Triplet,2017-09-29,Prime,1,40,0.0333333333333333,226,Lamb114,2017
545,M,commercial,230/14,Dinas,2017-02-15,26.2,60,Triplet,2017-09-29,Prime,135,40,4.5,226,Lamb114,2017
545,M,commercial,230/14,Dinas,2017-02-15,26.2,60,Triplet,2017-09-29,Prime,161,45,5.36666666666667,226,Lamb114,2017
545,M,commercial,230/14,Dinas,2017-02-15,26.2,60,Triplet,2017-09-29,Prime,196,51,6.53333333333333,226,Lamb114,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,1,37,0.0333333333333333,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,135,37,4.5,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,161,45,5.36666666666667,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,196,50,6.53333333333333,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,226,52,7.53333333333333,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,260,55,8.66666666666667,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,295,55,9.83333333333333,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,323,62,10.7666666666667,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,365,65,12.1666666666667,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,400,62,13.3333333333333,NA,Lamb115,2017
546,F,commercial,2158/09,Dinas,2017-02-15,NA,NA,Single,NA,NA,435,65,14.5,NA,Lamb115,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,1,51,0.0333333333333333,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,134,51,4.46666666666667,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,160,52,5.33333333333333,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,195,55,6.5,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,225,57,7.5,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,259,65,8.63333333333333,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,294,65,9.8,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,322,68,10.7333333333333,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,364,70,12.133333333333301,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,399,71,13.3,609,Lamb116,2017
547,M,commercial,2098/09,Dinas,2017-02-16,NA,NA,Single,2018-10-18,Breeding,427,75,14.2333333333333,609,Lamb116,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,1,54,0.0333333333333333,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,134,54,4.46666666666667,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,160,56,5.33333333333333,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,195,57,6.5,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,225,59,7.5,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,259,67,8.63333333333333,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,294,69,9.8,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,322,73,10.7333333333333,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,364,72,12.133333333333301,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,399,74,13.3,595,Lamb117,2017
548,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,2018-10-04,Breeding,427,82,14.2333333333333,595,Lamb117,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,1,50,0.0333333333333333,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,134,50,4.46666666666667,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,160,50,5.33333333333333,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,195,55,6.5,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,225,57,7.5,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,259,64,8.63333333333333,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,294,64,9.8,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,322,70,10.7333333333333,NA,Lamb118,2017
549,M,commercial,1061/13,Dinas,2017-02-16,NA,NA,Twin,NA,NA,364,72,12.133333333333301,NA,Lamb118,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,1,45,0.0333333333333333,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,132,45,4.4,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,158,49,5.26666666666667,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,193,54,6.43333333333333,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,223,53,7.43333333333333,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,257,52,8.56666666666667,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,292,53,9.73333333333333,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,320,54,10.6666666666667,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,362,55,12.0666666666667,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,397,56,13.2333333333333,1274,Lamb119,2017
550,F,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2020-08-15,NA,432,59,14.4,1274,Lamb119,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,1,48,0.0333333333333333,429,Lamb120,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,132,48,4.4,429,Lamb120,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,158,49,5.26666666666667,429,Lamb120,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,193,52,6.43333333333333,429,Lamb120,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,223,54,7.43333333333333,429,Lamb120,2017
551,M,commercial,726/08,Dinas,2017-02-18,NA,NA,Twin,2018-04-23,Prime,257,59,8.56666666666667,429,Lamb120,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,1,54,0.0333333333333333,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,132,54,4.4,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,158,51,5.26666666666667,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,193,59,6.43333333333333,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,223,61,7.43333333333333,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,257,70,8.56666666666667,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,292,71,9.73333333333333,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,320,73,10.6666666666667,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,362,72,12.0666666666667,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,397,75,13.2333333333333,984,Lamb121,2017
552,M,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2019-10-30,NA,425,79,14.1666666666667,984,Lamb121,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,1,45,0.0333333333333333,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,132,45,4.4,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,158,49,5.26666666666667,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,193,56,6.43333333333333,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,223,59,7.43333333333333,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,257,57,8.56666666666667,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,292,57,9.73333333333333,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,320,59,10.6666666666667,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,362,59,12.0666666666667,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,397,57,13.2333333333333,1885,Lamb122,2017
553,F,commercial,1060/13,Dinas,2017-02-18,NA,NA,Twin,2022-04-18,NA,432,62,14.4,1885,Lamb122,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,1,47,0.0333333333333333,277,Lamb123,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,132,47,4.4,277,Lamb123,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,158,49,5.26666666666667,277,Lamb123,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,193,50,6.43333333333333,277,Lamb123,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,223,51,7.43333333333333,277,Lamb123,2017
554,M,commercial,974/15,Dinas,2017-02-18,26,58,Twin,2017-11-22,Prime,257,55,8.56666666666667,277,Lamb123,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,1,40,0.0333333333333333,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,132,40,4.4,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,158,46,5.26666666666667,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,193,51,6.43333333333333,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,223,52,7.43333333333333,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,257,51,8.56666666666667,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,292,50,9.73333333333333,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,320,54,10.6666666666667,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,362,58,12.0666666666667,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,397,57,13.2333333333333,NA,Lamb124,2017
555,F,commercial,974/15,Dinas,2017-02-18,NA,NA,Twin,NA,NA,432,60,14.4,NA,Lamb124,2017
556,M,commercial,1140/13,Dinas,2017-02-18,26,55,Single,2017-08-18,Prime,1,55,0.0333333333333333,181,Lamb125,2017
556,M,commercial,1140/13,Dinas,2017-02-18,26,55,Single,2017-08-18,Prime,132,55,4.4,181,Lamb125,2017
556,M,commercial,1140/13,Dinas,2017-02-18,26,55,Single,2017-08-18,Prime,158,56,5.26666666666667,181,Lamb125,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,1,42,0.0333333333333333,346,Lamb126,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,131,42,4.36666666666667,346,Lamb126,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,157,40,5.23333333333333,346,Lamb126,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,192,46,6.4,346,Lamb126,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,222,49,7.4,346,Lamb126,2017
557,M,commercial,386/15,Dinas,2017-02-19,29,53,Twin,2018-01-31,Prime,256,56,8.53333333333333,346,Lamb126,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,1,36,0.0333333333333333,296,Lamb127,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,131,36,4.36666666666667,296,Lamb127,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,157,39,5.23333333333333,296,Lamb127,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,192,47,6.4,296,Lamb127,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,222,47,7.4,296,Lamb127,2017
558,M,commercial,386/15,Dinas,2017-02-19,27.4,55,Twin,2017-12-12,Prime,256,56,8.53333333333333,296,Lamb127,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,1,53,0.0333333333333333,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,131,53,4.36666666666667,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,157,49,5.23333333333333,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,192,54,6.4,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,222,56,7.4,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,256,62,8.53333333333333,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,291,64,9.7,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,319,68,10.633333333333301,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,361,68,12.0333333333333,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,396,67,13.2,582,Lamb128,2017
559,M,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,2018-09-24,NA,424,72,14.133333333333301,582,Lamb128,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,1,37,0.0333333333333333,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,131,37,4.36666666666667,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,157,39,5.23333333333333,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,192,45,6.4,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,222,44,7.4,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,256,45,8.53333333333333,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,291,45,9.7,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,319,48,10.633333333333301,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,361,49,12.0333333333333,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,396,48,13.2,NA,Lamb129,2017
560,F,commercial,1147/13,Dinas,2017-02-19,NA,NA,Twin,NA,NA,431,53,14.3666666666667,NA,Lamb129,2017
561,M,commercial,194/14,Dinas,2017-02-19,25.2,53,Single,2017-11-01,Prime,1,40,0.0333333333333333,255,Lamb130,2017
561,M,commercial,194/14,Dinas,2017-02-19,25.2,53,Single,2017-11-01,Prime,131,40,4.36666666666667,255,Lamb130,2017
561,M,commercial,194/14,Dinas,2017-02-19,25.2,53,Single,2017-11-01,Prime,157,43,5.23333333333333,255,Lamb130,2017
561,M,commercial,194/14,Dinas,2017-02-19,25.2,53,Single,2017-11-01,Prime,192,46,6.4,255,Lamb130,2017
561,M,commercial,194/14,Dinas,2017-02-19,25.2,53,Single,2017-11-01,Prime,222,47,7.4,255,Lamb130,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,1,44,0.0333333333333333,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,131,44,4.36666666666667,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,157,48,5.23333333333333,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,192,52,6.4,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,222,55,7.4,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,256,55,8.53333333333333,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,291,53,9.7,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,319,55,10.633333333333301,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,361,55,12.0333333333333,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,396,52,13.2,545,Lamb131,2017
562,F,commercial,1160/13,Dinas,2017-02-19,NA,NA,Triplet,2018-08-18,Shearing breeding,431,55,14.3666666666667,545,Lamb131,2017
563,M,commercial,1160/13,Dinas,2017-02-19,25.2,58,Triplet,2017-10-06,Prime,1,47,0.0333333333333333,229,Lamb132,2017
563,M,commercial,1160/13,Dinas,2017-02-19,25.2,58,Triplet,2017-10-06,Prime,131,47,4.36666666666667,229,Lamb132,2017
563,M,commercial,1160/13,Dinas,2017-02-19,25.2,58,Triplet,2017-10-06,Prime,157,50,5.23333333333333,229,Lamb132,2017
563,M,commercial,1160/13,Dinas,2017-02-19,25.2,58,Triplet,2017-10-06,Prime,192,54,6.4,229,Lamb132,2017
563,M,commercial,1160/13,Dinas,2017-02-19,25.2,58,Triplet,2017-10-06,Prime,222,54,7.4,229,Lamb132,2017
564,M,commercial,1160/13,Dinas,2017-02-19,24.8,56,Triplet,2017-09-07,Prime,1,50,0.0333333333333333,200,Lamb133,2017
564,M,commercial,1160/13,Dinas,2017-02-19,24.8,56,Triplet,2017-09-07,Prime,131,50,4.36666666666667,200,Lamb133,2017
564,M,commercial,1160/13,Dinas,2017-02-19,24.8,56,Triplet,2017-09-07,Prime,157,53,5.23333333333333,200,Lamb133,2017
564,M,commercial,1160/13,Dinas,2017-02-19,24.8,56,Triplet,2017-09-07,Prime,192,53,6.4,200,Lamb133,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,1,44,0.0333333333333333,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,131,44,4.36666666666667,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,157,50,5.23333333333333,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,192,55,6.4,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,222,55,7.4,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,256,50,8.53333333333333,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,291,50,9.7,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,319,55,10.633333333333301,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,361,55,12.0333333333333,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,396,52,13.2,545,Lamb134,2017
565,F,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,2018-08-18,Shearing breeding,431,56,14.3666666666667,545,Lamb134,2017
566,M,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,NA,NA,1,44,0.0333333333333333,NA,Lamb135,2017
566,M,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,NA,NA,131,44,4.36666666666667,NA,Lamb135,2017
566,M,commercial,304/15,Dinas,2017-02-19,NA,NA,Twin,NA,NA,157,42,5.23333333333333,NA,Lamb135,2017
567,M,commercial,2166/09,Dinas,2017-02-20,25.6,50,Single,2017-11-29,Prime,1,43,0.0333333333333333,282,Lamb136,2017
